region,season,N,P,K,temperature,humidity,ph,rainfall,label,avg_price,yield_per_hectare
Uttar Pradesh,Kharif,105,42,36,29.41779005616553,69.2544479227676,7.112997823589366,820,rice,22,2600
Uttar Pradesh,Kharif,105,43,36,27.80282191853191,73.48155396877134,7.01634384952417,782,maize,20,3000
Uttar Pradesh,Kharif,100,45,40,29.966514419120152,73.86058117255854,6.984401388867466,747,chickpea,50,900
Uttar Pradesh,Kharif,97,45,43,28.955575775258144,66.50550423640696,7.033675494337783,698,kidneybeans,60,1200
Uttar Pradesh,Kharif,105,44,39,28.394780879872467,65.09800467671602,7.262945878397981,798,pigeonpeas,55,1100
Uttar Pradesh,Kharif,101,47,36,29.04122974703634,70.25735000824889,7.036469265380979,848,mothbeans,45,700
Uttar Pradesh,Kharif,102,46,36,30.110614357083616,74.72774634180206,6.907426619640644,710,mungbean,70,850
Uttar Pradesh,Kharif,96,47,37,29.21002026915977,71.66273536770774,7.079020383264407,728,blackgram,60,800
Uttar Pradesh,Kharif,101,41,36,29.88405815886173,69.36164660620467,7.365504125287236,867,lentil,54,950
Uttar Pradesh,Kharif,101,46,41,27.761931478022376,69.2883718615125,7.449757452705821,826,pomegranate,80,18000
Uttar Pradesh,Kharif,100,43,42,27.95428728131473,74.63994187987275,7.497952726499195,858,banana,10,30000
Uttar Pradesh,Kharif,104,46,36,30.241912525971856,65.68263703527009,7.114317178437633,757,mango,40,9000
Uttar Pradesh,Kharif,104,42,40,28.162792667796754,66.39521836659962,7.265858709889697,830,grapes,50,22000
Uttar Pradesh,Kharif,99,40,36,28.31646067215966,73.21947784227505,7.125409999740812,782,watermelon,15,25000
Uttar Pradesh,Kharif,103,42,36,28.668561927419365,68.96480895918869,7.214146771822647,797,muskmelon,18,20000
Uttar Pradesh,Kharif,98,41,40,29.15608932193616,65.578486974402,7.12012291855316,760,apple,60,12000
Uttar Pradesh,Kharif,95,42,37,27.50421274320481,67.05054283443697,7.470841284096454,773,orange,25,15000
Uttar Pradesh,Kharif,102,48,36,29.03099359395366,68.0969895250536,7.108136863560006,720,papaya,12,40000
Uttar Pradesh,Kharif,95,40,38,27.64315100400739,74.72217673784237,7.071274885367215,701,coconut,35,12000
Uttar Pradesh,Kharif,99,41,42,28.789085827338994,70.89105895823865,6.930196419068039,765,cotton,75,1500
Uttar Pradesh,Kharif,104,48,43,28.699766544469878,74.52931476328568,7.35253231733536,782,jute,45,2200
Uttar Pradesh,Kharif,101,42,39,30.169293520447187,72.13401736865782,7.487201003213517,835,coffee,120,800
Uttar Pradesh,Rabi,106,40,44,25.90678476969439,68.35095908748212,7.295824501191875,748,rice,22,2600
Uttar Pradesh,Rabi,110,40,41,27.329745707740404,64.310175587156,7.073489509060761,650,maize,20,3000
Uttar Pradesh,Rabi,109,43,39,25.848600898453142,71.81580823873477,6.903259059254861,656,chickpea,50,900
Uttar Pradesh,Rabi,111,47,39,25.84481450044458,71.26713037489294,7.19959120810669,725,kidneybeans,60,1200
Uttar Pradesh,Rabi,105,43,38,26.517151841094606,63.69292289312432,7.427940244581442,669,pigeonpeas,55,1100
Uttar Pradesh,Rabi,105,44,39,26.21467439287276,67.20291488789097,7.345476031870257,617,mothbeans,45,700
Uttar Pradesh,Rabi,110,46,45,26.97980359321133,64.76515887236242,7.268307951431723,625,mungbean,70,850
Uttar Pradesh,Rabi,112,46,45,26.396613779794922,71.8204816617554,7.1826540418783935,675,blackgram,60,800
Uttar Pradesh,Rabi,115,42,39,25.240916429865614,65.45482608142638,6.97284280161966,619,lentil,54,950
Uttar Pradesh,Rabi,112,43,45,25.096400369638236,71.21630910099209,7.434464640688568,635,pomegranate,80,18000
Uttar Pradesh,Rabi,112,46,43,26.91728439501837,69.11464191197297,7.37553276024533,652,banana,10,30000
Uttar Pradesh,Rabi,105,41,43,24.729179171002052,70.73825948286036,6.952376592607477,607,mango,40,9000
Uttar Pradesh,Rabi,113,44,43,27.03100793148085,69.1442280478998,6.9327705895577685,727,grapes,50,22000
Uttar Pradesh,Rabi,114,44,44,24.79296406580002,67.74648342041353,7.116585674890616,641,watermelon,15,25000
Uttar Pradesh,Rabi,115,42,39,25.400591339723913,65.46656528764301,6.9221780980294145,738,muskmelon,18,20000
Uttar Pradesh,Rabi,115,47,39,26.547160516164343,68.57625327794064,6.9086478715263295,647,apple,60,12000
Uttar Pradesh,Rabi,107,40,43,25.58779363136549,63.84959392912124,7.155534522853445,789,orange,25,15000
Uttar Pradesh,Rabi,115,44,42,26.575956357257336,69.31143508625493,7.452954312344357,638,papaya,12,40000
Uttar Pradesh,Rabi,108,42,39,27.449124035462606,66.89156692913777,7.3370792462707195,768,coconut,35,12000
Uttar Pradesh,Rabi,106,40,41,25.043464410437664,66.40560034251256,6.901330720673208,600,cotton,75,1500
Uttar Pradesh,Rabi,113,47,42,26.184487151451474,72.05502957963805,7.1783555551449325,773,jute,45,2200
Uttar Pradesh,Rabi,111,43,39,26.499760510023492,71.730813636273,6.973917852998324,648,coffee,120,800
Uttar Pradesh,Summer,98,44,36,34.0631103396992,67.19916237557328,6.925395529399498,180,rice,22,2600
Uttar Pradesh,Summer,98,39,40,34.507674425099424,65.73945182025366,7.190122655283321,169,maize,20,3000
Uttar Pradesh,Summer,91,39,38,33.02095694660717,61.01185282614383,7.345229736357975,225,chickpea,50,900
Uttar Pradesh,Summer,100,42,38,34.73284369465988,67.4025146568857,7.205737042396911,187,kidneybeans,60,1200
Uttar Pradesh,Summer,95,40,42,32.90746652014397,60.96850736293115,7.14577162959439,258,pigeonpeas,55,1100
Uttar Pradesh,Summer,92,43,35,33.9853114364926,65.34949009488858,7.130973704699061,243,mothbeans,45,700
Uttar Pradesh,Summer,95,44,36,32.57034721455351,63.32123714634126,7.373874184954357,218,mungbean,70,850
Uttar Pradesh,Summer,98,37,34,35.40613006322691,64.10995995988323,7.163689659363773,226,blackgram,60,800
Uttar Pradesh,Summer,97,36,35,33.65739461544021,69.33478623951281,6.846075588074796,185,lentil,54,950
Uttar Pradesh,Summer,90,43,41,32.984834902553274,67.96506089417424,7.097197751661818,180,pomegranate,80,18000
Uttar Pradesh,Summer,100,41,35,34.5202094462884,67.28301781165969,7.097792466101088,294,banana,10,30000
Uttar Pradesh,Summer,92,41,42,32.97757203033547,66.37347503938618,7.285741565545107,299,mango,40,9000
Uttar Pradesh,Summer,94,36,42,33.804723990106204,66.75235553471015,7.37208844508457,326,grapes,50,22000
Uttar Pradesh,Summer,100,43,39,35.0851551626178,61.898894034797564,7.045626756100335,283,watermelon,15,25000
Uttar Pradesh,Summer,92,41,39,33.79570894106811,65.2296143928462,6.902007660382825,328,muskmelon,18,20000
Uttar Pradesh,Summer,96,36,34,32.556185022124644,68.37689166607292,7.358755183940192,323,apple,60,12000
Uttar Pradesh,Summer,97,43,41,32.726628572143646,68.00309971972234,7.019680918985778,343,orange,25,15000
Uttar Pradesh,Summer,95,42,34,34.332396898599406,65.15980289788749,7.192943398430902,168,papaya,12,40000
Uttar Pradesh,Summer,90,44,42,33.576498303957734,63.33237987598985,6.839630369202423,309,coconut,35,12000
Uttar Pradesh,Summer,92,36,41,33.361800971082346,69.31475656105755,7.174647886659946,287,cotton,75,1500
Uttar Pradesh,Summer,98,37,41,33.820328082751054,69.19999673296016,7.182222243215225,313,jute,45,2200
Uttar Pradesh,Summer,93,39,41,33.1609573058507,67.64502750201994,6.883165410852068,242,coffee,120,800
Gujarat,Kharif,88,38,38,30.565790854461106,54.47962590475472,6.311118504405884,780,rice,22,2600
Gujarat,Kharif,90,42,40,30.86438540460556,57.2565461190141,6.605866004449572,759,maize,20,3000
Gujarat,Kharif,87,38,36,30.766970952013484,56.7814153307599,6.399414079882816,732,chickpea,50,900
Gujarat,Kharif,89,39,38,30.06127768398728,57.14237035070143,6.234376629049926,704,kidneybeans,60,1200
Gujarat,Kharif,87,41,42,29.771767896020567,50.63381478490941,6.5115225440476845,774,pigeonpeas,55,1100
Gujarat,Kharif,90,36,34,29.51454465267307,57.102337061139714,6.137021959871416,673,mothbeans,45,700
Gujarat,Kharif,91,41,34,30.598826969484175,57.869275864842415,6.279195562569067,716,mungbean,70,850
Gujarat,Kharif,92,43,37,30.495756007916285,59.35947457850826,6.66553389520962,723,blackgram,60,800
Gujarat,Kharif,85,40,34,31.457777828778845,54.60232056470021,6.398020936482734,669,lentil,54,950
Gujarat,Kharif,92,42,35,29.454331671673618,55.770990537566036,6.127334660891852,656,pomegranate,80,18000
Gujarat,Kharif,85,38,42,29.416881541625965,54.077688197077876,6.583173294573295,647,banana,10,30000
Gujarat,Kharif,91,42,39,31.423064052937068,56.34615868192708,6.327882939214524,818,mango,40,9000
Gujarat,Kharif,90,36,41,30.148874535998196,53.86805909232992,6.268224747666857,662,grapes,50,22000
Gujarat,Kharif,91,42,42,31.1320913304623,58.69533312324361,6.264680811501789,770,watermelon,15,25000
Gujarat,Kharif,93,37,36,31.194184955311187,54.43512263801927,6.611753434027263,666,muskmelon,18,20000
Gujarat,Kharif,92,37,41,31.289255565499296,58.86695972101862,6.347762456154849,661,apple,60,12000
Gujarat,Kharif,88,40,34,29.735159509306357,55.589591727963224,6.432357885340748,809,orange,25,15000
Gujarat,Kharif,93,39,39,28.863672569691822,55.7464837578154,6.513017250244317,779,papaya,12,40000
Gujarat,Kharif,83,39,37,29.96435537298227,54.550909201577625,6.590770550790207,785,coconut,35,12000
Gujarat,Kharif,85,36,41,30.152299940749973,54.37338622280491,6.553354113812438,779,cotton,75,1500
Gujarat,Kharif,83,35,36,30.916746087247958,59.125152147247945,6.364083953864816,687,jute,45,2200
Gujarat,Kharif,88,43,36,28.746083268083275,55.91967303284255,6.46991289719486,755,coffee,120,800
Gujarat,Rabi,89,44,39,23.99971594375785,47.12453578622884,6.577019874464854,291,rice,22,2600
Gujarat,Rabi,88,39,41,22.92278524269051,52.607374097803586,6.2014195264514225,419,maize,20,3000
Gujarat,Rabi,94,38,38,24.450686980387257,54.34596294083864,6.2874860746570365,315,chickpea,50,900
Gujarat,Rabi,91,42,37,24.05409769118143,46.646190121620826,6.61693627920969,309,kidneybeans,60,1200
Gujarat,Rabi,94,42,38,24.480922953303423,46.209983017652526,6.783375118195022,314,pigeonpeas,55,1100
Gujarat,Rabi,89,38,39,24.40477013310082,48.964289352362556,6.672069095553097,415,mothbeans,45,700
Gujarat,Rabi,89,43,42,24.077578139892346,51.1626521783243,6.679616138085457,324,mungbean,70,850
Gujarat,Rabi,88,37,40,22.95786251155559,51.41633896911315,6.5510665154652274,349,blackgram,60,800
Gujarat,Rabi,94,41,36,22.90400324911979,45.191277746449245,6.636037162325143,446,lentil,54,950
Gujarat,Rabi,95,43,38,24.245820526592478,51.651382216460426,6.799518654302749,313,pomegranate,80,18000
Gujarat,Rabi,91,41,41,23.848904355585873,48.06800113115533,6.465457065909534,448,banana,10,30000
Gujarat,Rabi,87,43,37,23.03245165648829,54.21269402611153,6.728763426849147,356,mango,40,9000
Gujarat,Rabi,92,39,41,25.468147825049556,54.04574977197018,6.5551342433853055,300,grapes,50,22000
Gujarat,Rabi,92,43,36,24.420982864082102,46.24965802787328,6.479991815138775,355,watermelon,15,25000
Gujarat,Rabi,89,41,38,22.690584164178077,48.07921125922941,6.758879681412257,340,muskmelon,18,20000
Gujarat,Rabi,95,38,35,23.493686356920282,53.79709359261065,6.733094683359209,303,apple,60,12000
Gujarat,Rabi,89,44,38,24.049463705909783,52.50438846384215,6.455647832391114,260,orange,25,15000
Gujarat,Rabi,90,36,38,22.770541084612592,48.14565479473962,6.783070349163012,392,papaya,12,40000
Gujarat,Rabi,96,42,36,24.490227192474215,53.049797140788186,6.7272023456397765,330,coconut,35,12000
Gujarat,Rabi,90,36,39,23.934422254125902,48.338303602619476,6.590095594379349,341,cotton,75,1500
Gujarat,Rabi,95,39,39,25.47130023388359,52.31420624747036,6.434340562389294,315,jute,45,2200
Gujarat,Rabi,92,37,43,25.05613446789166,51.73892567308118,6.286733353730728,264,coffee,120,800
Gujarat,Summer,89,40,36,32.56318425222769,42.38596525565395,6.278223232348806,80,rice,22,2600
Gujarat,Summer,85,38,39,33.76366079619668,40.63316299452472,6.263067524759825,82,maize,20,3000
Gujarat,Summer,87,36,35,32.91387997580587,40.49855717177746,6.331382396282065,155,chickpea,50,900
Gujarat,Summer,90,42,41,33.41702353822781,47.73164617240968,6.210497211601098,200,kidneybeans,60,1200
Gujarat,Summer,90,35,40,33.55417715389033,42.31144163213065,6.503803772773306,239,pigeonpeas,55,1100
Gujarat,Summer,86,37,38,33.442373080491365,42.40115586221395,6.1305781147615726,147,mothbeans,45,700
Gujarat,Summer,88,37,37,35.052816762957214,49.09018604002907,6.409140094788813,236,mungbean,70,850
Gujarat,Summer,88,35,37,34.934307791717295,42.20808717176757,6.620929098574449,242,blackgram,60,800
Gujarat,Summer,82,42,36,32.72035580797641,48.52279827657688,6.241934007422895,229,lentil,54,950
Gujarat,Summer,85,42,34,34.80005352583201,49.51928730700156,6.173314495365925,97,pomegranate,80,18000
Gujarat,Summer,90,38,39,35.491179319134275,47.577536510372,6.3075387838468675,258,banana,10,30000
Gujarat,Summer,81,41,41,34.9568646259623,46.280637174737485,6.601046927194949,142,mango,40,9000
Gujarat,Summer,82,35,39,35.362708810326595,46.739407755053186,6.5737331325706485,244,grapes,50,22000
Gujarat,Summer,86,42,38,33.83257205688059,43.508204962026014,6.1333157131131,246,watermelon,15,25000
Gujarat,Summer,86,39,41,32.85751201036855,43.71527374822067,6.63572263593577,244,muskmelon,18,20000
Gujarat,Summer,84,38,33,33.7109663176359,47.48741839835155,6.668173939397476,185,apple,60,12000
Gujarat,Summer,81,40,38,33.510348708736124,47.18168534392784,6.259118307923645,242,orange,25,15000
Gujarat,Summer,82,37,36,35.367436277948705,48.945266763622584,6.456371367438409,278,papaya,12,40000
Gujarat,Summer,89,39,40,34.50678416501299,42.58616146972884,6.591233010064089,261,coconut,35,12000
Gujarat,Summer,87,37,39,32.82301879170549,44.285027978672474,6.5402337278227405,277,cotton,75,1500
Gujarat,Summer,84,39,41,34.140638315185846,49.78712440992087,6.226418276517449,132,jute,45,2200
Gujarat,Summer,83,42,33,33.54295149962242,41.2103720449716,6.410981980783416,109,coffee,120,800
Rajasthan,Kharif,86,40,36,33.29768344252825,49.99985177639556,6.847953912598142,603,rice,22,2600
Rajasthan,Kharif,92,39,38,32.95513679161846,54.17997662857723,7.323673430378808,656,maize,20,3000
Rajasthan,Kharif,93,41,35,32.175284075006594,46.29818768934946,7.177146392147449,539,chickpea,50,900
Rajasthan,Kharif,92,45,41,33.34112789881256,47.94533597194885,6.974118129234018,562,kidneybeans,60,1200
Rajasthan,Kharif,93,42,35,31.652380984996245,51.832097996478566,6.970191729396384,681,pigeonpeas,55,1100
Rajasthan,Kharif,92,40,35,31.85697446135993,47.461869279424704,7.036651975941079,693,mothbeans,45,700
Rajasthan,Kharif,92,44,36,31.463962598576778,53.76559190190146,6.956770776391316,582,mungbean,70,850
Rajasthan,Kharif,87,42,38,32.298754817055624,48.86220082185473,6.995829174902517,675,blackgram,60,800
Rajasthan,Kharif,94,44,36,32.902329155412914,50.51633015628968,7.1101952857930035,612,lentil,54,950
Rajasthan,Kharif,94,44,42,33.23447241420544,47.804130767653746,7.032097417512915,523,pomegranate,80,18000
Rajasthan,Kharif,91,40,34,31.75644233170279,46.57803163431771,7.091018901715284,654,banana,10,30000
Rajasthan,Kharif,86,43,34,32.67083025103995,54.544057510658234,7.1838914945214905,625,mango,40,9000
Rajasthan,Kharif,92,46,35,32.17535161269726,48.26601802404241,7.3458324611866646,550,grapes,50,22000
Rajasthan,Kharif,91,44,42,30.663533695127498,50.010193354994435,6.857510649309027,570,watermelon,15,25000
Rajasthan,Kharif,95,45,36,31.08757840659068,53.08905458608241,6.9930049940303,513,muskmelon,18,20000
Rajasthan,Kharif,90,44,35,32.31632317727448,48.2008158349158,7.107766129858037,592,apple,60,12000
Rajasthan,Kharif,90,39,38,31.339518176847484,45.98876958487312,7.299285838186081,691,orange,25,15000
Rajasthan,Kharif,93,45,39,33.345035659963905,53.148547772997844,7.026731213833397,547,papaya,12,40000
Rajasthan,Kharif,86,41,34,31.80982362444755,46.85812490124888,7.303250530112556,658,coconut,35,12000
Rajasthan,Kharif,91,41,36,32.80067340481324,54.6868425275878,6.899012661743846,513,cotton,75,1500
Rajasthan,Kharif,90,41,38,30.965897575092953,46.258225731087904,7.070024976488505,673,jute,45,2200
Rajasthan,Kharif,95,38,41,32.26008287708709,48.67367537236291,7.045690380032489,659,coffee,120,800
Rajasthan,Rabi,117,51,40,25.34460401300883,62.07830194178668,6.919955284583435,631,rice,22,2600
Rajasthan,Rabi,113,47,40,23.198300182145445,61.368098161777084,7.25081111329046,692,maize,20,3000
Rajasthan,Rabi,112,51,35,23.745932939344534,55.325960980492425,7.056844715561492,639,chickpea,50,900
Rajasthan,Rabi,112,50,42,24.507789708914576,57.47810515007157,6.996259125975722,731,kidneybeans,60,1200
Rajasthan,Rabi,119,52,39,24.159796712913057,56.165928810901455,7.1490153016100395,631,pigeonpeas,55,1100
Rajasthan,Rabi,112,48,37,23.73596001044743,58.194392380592284,7.033054569647476,575,mothbeans,45,700
Rajasthan,Rabi,114,50,41,22.509974311726438,59.48438138431257,7.398617430373242,601,mungbean,70,850
Rajasthan,Rabi,120,49,36,24.54184637586061,56.977697588740476,7.1218259909485075,700,blackgram,60,800
Rajasthan,Rabi,118,44,35,25.33488248160786,60.06709824405053,7.240578686864989,622,lentil,54,950
Rajasthan,Rabi,116,51,41,23.3496126796487,64.60608216004749,7.322746844055356,567,pomegranate,80,18000
Rajasthan,Rabi,118,51,40,22.565064046949434,63.65628533547482,7.013420786963891,599,banana,10,30000
Rajasthan,Rabi,118,45,39,24.849750541360677,60.20836176448948,7.066311872866713,612,mango,40,9000
Rajasthan,Rabi,115,47,39,22.781334452351345,57.799082022949776,7.3359450705541995,675,grapes,50,22000
Rajasthan,Rabi,118,44,42,24.626692816992897,63.902681249129664,6.890806422582269,674,watermelon,15,25000
Rajasthan,Rabi,115,52,35,23.23188999142899,59.34492778040757,7.273478361743017,615,muskmelon,18,20000
Rajasthan,Rabi,118,48,37,23.45506471633737,56.1368673596526,7.279931961391625,707,apple,60,12000
Rajasthan,Rabi,120,44,40,25.17277466041166,59.42856997396363,6.97840217653992,732,orange,25,15000
Rajasthan,Rabi,114,50,38,22.70533298789417,64.82872082783649,7.191795485769175,651,papaya,12,40000
Rajasthan,Rabi,114,44,39,23.235428533797773,58.84528191348089,7.334711574572224,602,coconut,35,12000
Rajasthan,Rabi,119,47,36,24.100853040117162,61.80762287440834,7.050134285678874,667,cotton,75,1500
Rajasthan,Rabi,118,48,40,23.84684019378746,63.651931765036736,7.383441463645959,614,jute,45,2200
Rajasthan,Rabi,118,51,39,23.926576271438766,61.599659541419015,7.122740041746617,734,coffee,120,800
Rajasthan,Summer,89,41,38,37.349992006675386,40.54192293447139,7.125497811630225,175,rice,22,2600
Rajasthan,Summer,88,40,37,36.75916390576877,37.11709067430349,6.862305205151348,154,maize,20,3000
Rajasthan,Summer,82,41,32,36.06908761496515,36.471223214562364,7.139164994425614,122,chickpea,50,900
Rajasthan,Summer,82,36,39,37.07171124845619,42.31705347760699,7.132237167660217,173,kidneybeans,60,1200
Rajasthan,Summer,87,38,39,34.724243061477935,44.40352828966655,6.821535647018762,156,pigeonpeas,55,1100
Rajasthan,Summer,82,36,35,34.57044852955209,35.8155516779537,7.000865670274415,124,mothbeans,45,700
Rajasthan,Summer,83,36,37,37.01157965770628,43.32006663144655,6.936982729306725,54,mungbean,70,850
Rajasthan,Summer,86,36,35,34.70068685300468,38.553198292680115,7.2798661645170055,61,blackgram,60,800
Rajasthan,Summer,89,42,36,35.99454414710105,39.93440822949605,7.223376074211484,95,lentil,54,950
Rajasthan,Summer,88,34,39,35.86527110108171,36.01419466561477,6.721818386870128,222,pomegranate,80,18000
Rajasthan,Summer,86,39,35,36.729458305167505,35.072188815098336,7.095626364657958,119,banana,10,30000
Rajasthan,Summer,89,35,34,36.175379542847864,42.80524557077088,7.156255954656876,153,mango,40,9000
Rajasthan,Summer,83,37,35,36.56835005232735,42.7697502795778,7.270006518799288,170,grapes,50,22000
Rajasthan,Summer,84,36,40,36.81989424894532,38.99187042149775,6.9031962003426255,144,watermelon,15,25000
Rajasthan,Summer,87,38,36,35.44075382297659,41.528828289168786,6.833265761778746,126,muskmelon,18,20000
Rajasthan,Summer,80,38,37,36.776837646831346,36.979144626086686,7.232502099326435,220,apple,60,12000
Rajasthan,Summer,89,36,39,37.458848673432946,40.71372551850595,6.959146136785882,97,orange,25,15000
Rajasthan,Summer,85,35,34,35.06250039541553,36.81740080840276,7.259925422825612,90,papaya,12,40000
Rajasthan,Summer,84,36,39,36.86524525035828,37.70158079988554,7.090109694607346,78,coconut,35,12000
Rajasthan,Summer,85,40,37,35.011427993589386,41.132112607090036,7.130149482295106,90,cotton,75,1500
Rajasthan,Summer,90,34,38,36.012722005125546,42.24696810581646,6.965546383888235,132,jute,45,2200
Rajasthan,Summer,81,42,36,36.84423065526614,43.78658377183931,7.2110059639783,116,coffee,120,800
Madhya Pradesh,Kharif,95,44,45,31.136184384576538,61.83702950335542,6.63266210587548,764,rice,22,2600
Madhya Pradesh,Kharif,90,45,45,30.612956776569508,64.10280482739917,6.762235772153544,723,maize,20,3000
Madhya Pradesh,Kharif,91,40,39,28.72048192108384,66.32003366343976,6.621143064331859,820,chickpea,50,900
Madhya Pradesh,Kharif,99,41,43,29.05621535193823,63.89902410333469,6.775666754792925,827,kidneybeans,60,1200
Madhya Pradesh,Kharif,96,38,44,28.89453067510113,67.0246828780715,6.894941757336945,685,pigeonpeas,55,1100
Madhya Pradesh,Kharif,96,42,39,30.89087346695376,64.8060463466192,6.745324472593459,703,mothbeans,45,700
Madhya Pradesh,Kharif,93,46,44,30.0803364534981,62.275693109077615,6.832502750418441,802,mungbean,70,850
Madhya Pradesh,Kharif,98,38,42,29.22312680148914,66.74288826209599,7.094525280245691,820,blackgram,60,800
Madhya Pradesh,Kharif,97,45,44,29.528376615565897,63.11183071196302,6.699647146865563,660,lentil,54,950
Madhya Pradesh,Kharif,95,39,43,28.86730622450672,62.793835060146726,6.734157515515745,809,pomegranate,80,18000
Madhya Pradesh,Kharif,94,44,43,28.52045693556765,64.03127342588542,6.612840198124497,829,banana,10,30000
Madhya Pradesh,Kharif,97,39,45,29.912294928733008,66.88320505296862,6.637662764194361,737,mango,40,9000
Madhya Pradesh,Kharif,92,41,41,29.29321086365668,65.44663640289394,6.984204790507527,726,grapes,50,22000
Madhya Pradesh,Kharif,93,46,37,30.74353309141218,68.20005853599362,6.785639090688412,734,watermelon,15,25000
Madhya Pradesh,Kharif,91,44,45,30.628343435888223,62.0641969570785,7.018714096393568,806,muskmelon,18,20000
Madhya Pradesh,Kharif,100,40,37,30.09720975528683,64.67186655271135,7.0713011233634555,687,apple,60,12000
Madhya Pradesh,Kharif,95,46,39,29.160602304846208,63.70925799103373,7.109141819780538,855,orange,25,15000
Madhya Pradesh,Kharif,97,40,39,29.067486942906907,61.344565017256706,7.088198643279896,742,papaya,12,40000
Madhya Pradesh,Kharif,98,38,43,31.015036309946055,68.2560967282742,6.9839447445371405,714,coconut,35,12000
Madhya Pradesh,Kharif,92,43,38,31.32458976510106,67.24161330390746,6.729776945023055,833,cotton,75,1500
Madhya Pradesh,Kharif,93,44,37,30.223109383199354,69.45460816142624,6.8835414192985676,803,jute,45,2200
Madhya Pradesh,Kharif,90,46,42,30.79939648256797,69.04973705827015,6.959659203610297,680,coffee,120,800
Madhya Pradesh,Rabi,102,48,42,28.342489179681657,62.751760654526485,6.899960463904076,628,rice,22,2600
Madhya Pradesh,Rabi,106,45,41,27.20232855309765,61.56160543532478,7.097574984293584,591,maize,20,3000
Madhya Pradesh,Rabi,107,47,36,26.23758401757866,68.55842622087026,6.77408345016977,695,chickpea,50,900
Madhya Pradesh,Rabi,103,48,41,27.609023949209952,69.15012338739749,6.743491966439412,639,kidneybeans,60,1200
Madhya Pradesh,Rabi,101,50,43,27.91018693939395,62.09076374071868,6.808140842043767,681,pigeonpeas,55,1100
Madhya Pradesh,Rabi,106,49,41,27.135588615535767,69.41173541257267,6.771080671746125,740,mothbeans,45,700
Madhya Pradesh,Rabi,109,45,44,26.00573672032889,68.00577232603108,7.169325320953393,693,mungbean,70,850
Madhya Pradesh,Rabi,102,50,42,27.081961097145793,66.13776927246658,6.7087588552364465,656,blackgram,60,800
Madhya Pradesh,Rabi,108,42,42,27.652034537191867,68.89778904095292,6.643298535656689,755,lentil,54,950
Madhya Pradesh,Rabi,100,47,41,27.876172497232854,69.85107496528644,6.815461823071486,606,pomegranate,80,18000
Madhya Pradesh,Rabi,102,44,36,26.482182449364412,61.62716918719521,6.684680161209842,754,banana,10,30000
Madhya Pradesh,Rabi,109,45,37,26.545529236292364,61.904054971957024,6.830089847233986,713,mango,40,9000
Madhya Pradesh,Rabi,104,45,38,25.719256483393927,62.83358816597375,6.7847275554138875,660,grapes,50,22000
Madhya Pradesh,Rabi,109,48,41,25.9827115677469,65.78004693445641,6.839252577489646,715,watermelon,15,25000
Madhya Pradesh,Rabi,108,43,42,28.392854439474103,62.6596460610479,7.047858689228383,658,muskmelon,18,20000
Madhya Pradesh,Rabi,102,46,41,26.083447670296433,63.67955601862976,7.021863909706451,790,apple,60,12000
Madhya Pradesh,Rabi,107,42,36,25.81948236618056,67.3338158525793,6.81575331139798,742,orange,25,15000
Madhya Pradesh,Rabi,105,44,40,27.099851335399457,70.53643038699964,6.680614839129672,785,papaya,12,40000
Madhya Pradesh,Rabi,104,49,38,26.282911521116027,65.15680093676065,7.156359277711721,656,coconut,35,12000
Madhya Pradesh,Rabi,109,48,40,28.037852693080595,61.07371223175903,6.946397366435475,691,cotton,75,1500
Madhya Pradesh,Rabi,106,47,39,28.000114786760044,64.48979812508693,6.79275628768397,591,jute,45,2200
Madhya Pradesh,Rabi,103,47,36,28.22569866299219,61.00902188347327,6.750061318974539,751,coffee,120,800
Madhya Pradesh,Summer,88,41,38,36.21874203534104,60.48955316898416,6.892366126749259,298,rice,22,2600
Madhya Pradesh,Summer,85,37,35,35.01610309230541,60.01032352459043,6.6302200772807405,258,maize,20,3000
Madhya Pradesh,Summer,86,44,37,33.80556330549081,58.26327158799431,6.704463441621297,241,chickpea,50,900
Madhya Pradesh,Summer,93,37,34,34.099283510226066,64.1728299724036,6.668819303669128,121,kidneybeans,60,1200
Madhya Pradesh,Summer,93,37,37,36.17071791649746,62.852813558780916,6.900230727673286,198,pigeonpeas,55,1100
Madhya Pradesh,Summer,88,42,35,35.41206945120349,56.61693489946286,6.750825028558936,242,mothbeans,45,700
Madhya Pradesh,Summer,86,40,39,35.730847801792244,59.29219915526597,6.609760596393149,155,mungbean,70,850
Madhya Pradesh,Summer,87,43,42,35.321407380174655,58.260514405859766,6.758466651380599,249,blackgram,60,800
Madhya Pradesh,Summer,93,36,39,33.99327267115548,55.34592798013847,6.6467027770315985,318,lentil,54,950
Madhya Pradesh,Summer,84,38,41,33.70796345330295,56.568993351430834,6.888490231715042,304,pomegranate,80,18000
Madhya Pradesh,Summer,89,44,41,33.50900400905119,64.65128036850857,6.794659833684282,211,banana,10,30000
Madhya Pradesh,Summer,93,39,42,36.329072394722424,59.05748376621918,6.8505518871252224,275,mango,40,9000
Madhya Pradesh,Summer,88,41,42,35.95974527507364,62.00712599592282,7.090927700697385,221,grapes,50,22000
Madhya Pradesh,Summer,89,44,38,33.57664924171113,59.48797959754703,6.673462868415905,296,watermelon,15,25000
Madhya Pradesh,Summer,85,43,37,36.377046956628305,60.02292893681678,6.529404239140484,267,muskmelon,18,20000
